,Player,Games Played,Goals,Assists,Minutes per Goal,Total Minutes Played,Current Market Value,Market Value at Purchase,Age_x,Height_x,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
0,Kylian Mbappé,26.0,18.0,15.0,122.0,2196.0,176000000.0,132000000.0,23.0,1.78,91.0,95.0,4.0,4.0,5.0,78.0,93.0,72.0,85.0,83.0,93.0,80.0,69.0,71.0,91.0,97.0,97.0,92.0,93.0,83.0,86.0,78.0,88.0,77.0,82.0,62.0,38.0,92.0,82.0,79.0,88.0,34.0,32.0,92.0,26.0
1,Erling Haaland,18.0,21.0,6.0,70.0,1465.0,165000000.0,49500000.0,21.0,1.94,88.0,93.0,4.0,3.0,3.0,47.0,94.0,69.0,77.0,88.0,78.0,77.0,62.0,51.0,85.0,82.0,94.0,75.0,88.0,72.0,94.0,74.0,82.0,93.0,87.0,85.0,43.0,89.0,71.0,76.0,84.0,43.0,30.0,90.0,44.0
3,Mohamed Salah,26.0,23.0,9.0,98.0,2252.0,110000000.0,38500000.0,29.0,1.75,89.0,89.0,4.0,3.0,4.0,79.0,91.0,59.0,84.0,81.0,90.0,83.0,69.0,75.0,89.0,89.0,91.0,91.0,92.0,91.0,82.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,83.0,86.0,90.0,43.0,41.0,89.0,38.0
4,Harry Kane,28.0,12.0,2.0,187.0,2240.0,110000000.0,550000.0,28.0,1.88,90.0,90.0,4.0,5.0,3.0,80.0,94.0,86.0,85.0,88.0,83.0,83.0,65.0,86.0,85.0,65.0,74.0,71.0,92.0,70.0,91.0,79.0,83.0,85.0,86.0,80.0,44.0,94.0,87.0,91.0,91.0,36.0,38.0,90.0,50.0
6,Romelu Lukaku,22.0,8.0,2.0,179.0,1434.0,110000000.0,110000000.0,28.0,1.91,88.0,88.0,4.0,4.0,3.0,73.0,92.0,89.0,77.0,78.0,83.0,78.0,66.0,70.0,77.0,81.0,87.0,60.0,91.0,52.0,89.0,76.0,71.0,95.0,74.0,71.0,27.0,89.0,75.0,88.0,86.0,41.0,30.0,88.0,30.0
8,Jadon Sancho,23.0,2.0,0.0,624.0,1248.0,93500000.0,110000000.0,21.0,1.8,87.0,91.0,3.0,3.0,5.0,82.0,83.0,38.0,87.0,83.0,92.0,84.0,65.0,70.0,90.0,85.0,78.0,91.0,85.0,90.0,73.0,51.0,77.0,68.0,65.0,44.0,39.0,83.0,87.0,62.0,86.0,39.0,32.0,88.0,32.0
9,Marcus Rashford,15.0,3.0,1.0,282.0,845.0,93500000.0,0.0,24.0,1.85,85.0,89.0,3.0,3.0,5.0,80.0,83.0,68.0,80.0,73.0,86.0,83.0,76.0,71.0,84.0,86.0,93.0,84.0,84.0,75.0,92.0,74.0,86.0,75.0,81.0,73.0,42.0,83.0,81.0,84.0,80.0,38.0,33.0,86.0,45.0
10,Raheem Sterling,26.0,9.0,3.0,182.0,1641.0,93500000.0,44000000.0,27.0,1.7,88.0,89.0,4.0,3.0,4.0,79.0,85.0,46.0,83.0,67.0,87.0,79.0,72.0,69.0,86.0,95.0,88.0,94.0,90.0,93.0,78.0,57.0,79.0,64.0,83.0,59.0,30.0,91.0,82.0,67.0,78.0,53.0,47.0,88.0,47.0
11,Lautaro Martínez,25.0,12.0,2.0,139.0,1665.0,88000000.0,27500000.0,24.0,1.74,85.0,89.0,3.0,4.0,4.0,56.0,85.0,87.0,78.0,88.0,83.0,78.0,43.0,73.0,85.0,86.0,83.0,86.0,89.0,89.0,80.0,88.0,80.0,84.0,74.0,86.0,45.0,86.0,81.0,74.0,83.0,31.0,44.0,87.0,55.0
12,Jack Grealish,22.0,3.0,3.0,529.0,1586.0,88000000.0,71500000.0,26.0,1.8,84.0,85.0,3.0,3.0,4.0,81.0,77.0,36.0,85.0,72.0,89.0,78.0,74.0,82.0,88.0,81.0,79.0,85.0,79.0,84.0,76.0,36.0,80.0,61.0,80.0,60.0,44.0,81.0,85.0,58.0,88.0,49.0,43.0,85.0,48.0
13,Sadio Mané,26.0,10.0,1.0,205.0,2052.0,88000000.0,22000000.0,29.0,1.74,89.0,89.0,4.0,4.0,4.0,78.0,86.0,84.0,84.0,75.0,90.0,77.0,64.0,71.0,88.0,93.0,90.0,93.0,91.0,88.0,83.0,87.0,85.0,72.0,80.0,75.0,35.0,90.0,84.0,71.0,84.0,42.0,38.0,89.0,42.0
15,Heung-min Son,25.0,9.0,5.0,200.0,1804.0,88000000.0,17600000.0,29.0,1.84,89.0,89.0,4.0,5.0,4.0,83.0,88.0,68.0,84.0,78.0,87.0,85.0,74.0,74.0,84.0,85.0,90.0,86.0,91.0,78.0,88.0,60.0,88.0,64.0,89.0,62.0,39.0,91.0,83.0,73.0,89.0,34.0,33.0,89.0,50.0
18,Federico Chiesa,18.0,4.0,4.0,301.0,1204.0,77000000.0,77000000.0,24.0,1.75,83.0,91.0,3.0,4.0,4.0,73.0,79.0,50.0,78.0,80.0,89.0,78.0,52.0,72.0,82.0,91.0,91.0,87.0,83.0,81.0,86.0,53.0,85.0,71.0,84.0,69.0,30.0,81.0,75.0,62.0,78.0,44.0,44.0,85.0,65.0
19,Leroy Sané,27.0,11.0,13.0,168.0,1846.0,77000000.0,88000000.0,26.0,1.83,84.0,87.0,3.0,2.0,4.0,83.0,81.0,72.0,81.0,85.0,87.0,83.0,82.0,64.0,84.0,91.0,89.0,84.0,79.0,79.0,87.0,64.0,68.0,70.0,78.0,63.0,34.0,84.0,82.0,71.0,80.0,32.0,35.0,85.0,36.0
20,Serge Gnabry,26.0,11.0,7.0,136.0,1498.0,77000000.0,22000000.0,26.0,1.76,85.0,86.0,4.0,4.0,4.0,74.0,86.0,42.0,82.0,83.0,88.0,74.0,62.0,78.0,83.0,90.0,77.0,87.0,86.0,88.0,87.0,65.0,78.0,68.0,82.0,63.0,38.0,86.0,83.0,68.0,80.0,44.0,43.0,85.0,45.0
21,Ansu Fati,9.0,5.0,1.0,84.0,420.0,66000000.0,55000000.0,19.0,1.78,76.0,90.0,2.0,4.0,4.0,69.0,80.0,58.0,72.0,59.0,79.0,64.0,45.0,69.0,76.0,90.0,87.0,89.0,74.0,81.0,68.0,73.0,63.0,48.0,70.0,48.0,19.0,69.0,67.0,74.0,76.0,32.0,28.0,77.0,23.0
22,João Félix,18.0,3.0,2.0,309.0,928.0,66000000.0,77000000.0,22.0,1.8,83.0,91.0,2.0,4.0,5.0,73.0,79.0,69.0,80.0,81.0,86.0,82.0,64.0,67.0,87.0,81.0,83.0,86.0,83.0,79.0,80.0,73.0,75.0,64.0,80.0,68.0,38.0,84.0,82.0,68.0,84.0,42.0,35.0,84.0,30.0
24,Victor Osimhen,14.0,9.0,2.0,113.0,1018.0,66000000.0,44000000.0,23.0,1.86,80.0,87.0,2.0,4.0,3.0,64.0,85.0,78.0,69.0,75.0,74.0,63.0,48.0,53.0,77.0,83.0,92.0,77.0,78.0,68.0,78.0,88.0,80.0,82.0,72.0,76.0,34.0,81.0,65.0,75.0,72.0,38.0,19.0,82.0,36.0
25,Gabriel Jesus,24.0,6.0,9.0,247.0,1479.0,66000000.0,17600000.0,24.0,1.75,83.0,87.0,2.0,3.0,4.0,66.0,84.0,77.0,77.0,77.0,86.0,76.0,54.0,66.0,86.0,87.0,82.0,91.0,86.0,87.0,82.0,79.0,79.0,69.0,76.0,73.0,32.0,87.0,77.0,75.0,79.0,30.0,28.0,85.0,45.0
26,Diogo Jota,25.0,12.0,2.0,149.0,1792.0,66000000.0,30800000.0,25.0,1.78,82.0,87.0,2.0,5.0,4.0,71.0,84.0,77.0,75.0,78.0,85.0,77.0,58.0,71.0,85.0,88.0,81.0,87.0,84.0,86.0,84.0,76.0,81.0,71.0,75.0,85.0,56.0,85.0,75.0,63.0,83.0,57.0,45.0,84.0,54.0
27,Lionel Messi,16.0,6.0,5.0,219.0,1315.0,66000000.0,88000000.0,34.0,1.69,93.0,93.0,5.0,4.0,4.0,85.0,95.0,70.0,91.0,88.0,96.0,93.0,94.0,91.0,96.0,91.0,80.0,91.0,94.0,95.0,86.0,68.0,72.0,69.0,94.0,44.0,40.0,93.0,95.0,75.0,96.0,35.0,24.0,93.0,20.0
28,Richarlison,12.0,4.0,2.0,231.0,924.0,60500000.0,27500000.0,24.0,1.84,82.0,87.0,3.0,5.0,4.0,73.0,80.0,83.0,79.0,75.0,86.0,74.0,65.0,61.0,83.0,85.0,81.0,79.0,82.0,73.0,83.0,86.0,83.0,77.0,70.0,84.0,46.0,83.0,74.0,77.0,81.0,58.0,48.0,85.0,45.0
29,Kingsley Coman,17.0,5.0,2.0,181.0,905.0,60500000.0,22000000.0,25.0,1.8,86.0,87.0,4.0,3.0,4.0,79.0,75.0,61.0,80.0,77.0,89.0,83.0,70.0,74.0,88.0,94.0,93.0,91.0,85.0,84.0,80.0,73.0,69.0,64.0,73.0,35.0,23.0,85.0,81.0,70.0,78.0,27.0,21.0,86.0,29.0
30,Jonathan David,27.0,16.0,0.0,128.0,2050.0,55000000.0,27500000.0,22.0,1.8,78.0,86.0,2.0,5.0,3.0,67.0,80.0,72.0,78.0,71.0,79.0,58.0,48.0,70.0,78.0,83.0,87.0,77.0,74.0,71.0,75.0,86.0,85.0,75.0,70.0,33.0,17.0,80.0,73.0,75.0,81.0,21.0,19.0,80.0,21.0
32,Mason Greenwood,22.0,5.0,2.0,309.0,1547.0,55000000.0,0.0,20.0,1.81,78.0,89.0,1.0,5.0,3.0,72.0,77.0,65.0,76.0,68.0,81.0,75.0,65.0,69.0,78.0,83.0,84.0,81.0,77.0,76.0,83.0,67.0,74.0,69.0,78.0,59.0,34.0,79.0,73.0,67.0,76.0,39.0,33.0,79.0,35.0
33,Paulo Dybala,20.0,9.0,4.0,149.0,1343.0,55000000.0,30800000.0,28.0,1.77,87.0,88.0,3.0,3.0,4.0,82.0,85.0,59.0,87.0,88.0,90.0,90.0,88.0,79.0,93.0,88.0,80.0,92.0,80.0,94.0,84.0,75.0,70.0,61.0,89.0,43.0,42.0,82.0,91.0,84.0,79.0,41.0,39.0,89.0,32.0
34,Timo Werner,18.0,6.0,2.0,179.0,1072.0,55000000.0,70400000.0,25.0,1.8,84.0,87.0,3.0,4.0,3.0,69.0,81.0,76.0,79.0,84.0,82.0,70.0,58.0,55.0,84.0,93.0,89.0,82.0,87.0,76.0,85.0,75.0,83.0,65.0,77.0,63.0,37.0,88.0,68.0,78.0,79.0,20.0,19.0,86.0,39.0
35,Antoine Griezmann,22.0,8.0,3.0,184.0,1468.0,55000000.0,55000000.0,30.0,1.76,85.0,85.0,4.0,3.0,4.0,83.0,84.0,83.0,84.0,86.0,85.0,86.0,85.0,82.0,89.0,80.0,80.0,92.0,89.0,83.0,82.0,90.0,86.0,63.0,83.0,73.0,49.0,89.0,85.0,79.0,90.0,54.0,49.0,86.0,43.0
36,Robert Lewandowski,27.0,34.0,3.0,68.0,2325.0,55000000.0,55000000.0,33.0,1.85,92.0,92.0,5.0,4.0,4.0,71.0,95.0,90.0,85.0,89.0,85.0,79.0,85.0,70.0,88.0,77.0,79.0,77.0,93.0,82.0,90.0,85.0,76.0,86.0,87.0,81.0,49.0,95.0,81.0,90.0,88.0,42.0,19.0,92.0,35.0
37,Amine Gouiri,22.0,9.0,6.0,189.0,1699.0,49500000.0,4400000.0,21.0,1.8,78.0,85.0,2.0,3.0,4.0,76.0,81.0,64.0,79.0,76.0,81.0,78.0,74.0,69.0,79.0,82.0,77.0,77.0,77.0,73.0,78.0,70.0,74.0,72.0,79.0,61.0,44.0,81.0,76.0,75.0,77.0,41.0,32.0,81.0,45.0
38,Ferran Torres,8.0,3.0,1.0,189.0,567.0,49500000.0,49500000.0,21.0,1.82,82.0,90.0,1.0,4.0,4.0,77.0,81.0,73.0,80.0,74.0,84.0,71.0,60.0,78.0,81.0,87.0,78.0,82.0,81.0,76.0,79.0,75.0,73.0,70.0,76.0,45.0,34.0,84.0,84.0,66.0,82.0,24.0,28.0,84.0,35.0
42,Moussa Diaby,25.0,8.0,8.0,259.0,2069.0,49500000.0,13200000.0,22.0,1.7,81.0,88.0,2.0,2.0,4.0,75.0,73.0,28.0,78.0,63.0,87.0,66.0,41.0,70.0,82.0,96.0,92.0,92.0,77.0,93.0,73.0,62.0,70.0,44.0,54.0,51.0,48.0,77.0,76.0,42.0,75.0,35.0,46.0,82.0,46.0
44,Christian Pulisic,19.0,3.0,3.0,352.0,1057.0,49500000.0,66000000.0,23.0,1.77,82.0,88.0,3.0,4.0,4.0,74.0,73.0,50.0,77.0,70.0,88.0,69.0,58.0,59.0,85.0,91.0,87.0,87.0,78.0,88.0,77.0,79.0,76.0,54.0,57.0,45.0,33.0,79.0,80.0,61.0,80.0,32.0,47.0,83.0,38.0
45,Dominic Calvert-Lewin,5.0,3.0,0.0,143.0,430.0,49500000.0,110000.0,24.0,1.89,81.0,85.0,2.0,3.0,3.0,65.0,82.0,89.0,72.0,73.0,76.0,64.0,54.0,47.0,80.0,76.0,89.0,72.0,81.0,65.0,79.0,91.0,80.0,83.0,65.0,78.0,35.0,84.0,64.0,77.0,76.0,31.0,23.0,83.0,38.0
46,Memphis Depay,23.0,8.0,2.0,243.0,1946.0,49500000.0,49500000.0,27.0,1.76,85.0,86.0,3.0,3.0,5.0,84.0,83.0,65.0,81.0,74.0,86.0,85.0,83.0,76.0,85.0,81.0,83.0,80.0,83.0,81.0,87.0,69.0,79.0,83.0,83.0,72.0,28.0,85.0,85.0,76.0,80.0,31.0,20.0,85.0,23.0
47,Youssef En-Nesyri,10.0,3.0,2.0,185.0,555.0,44000000.0,13200000.0,24.0,1.89,82.0,86.0,2.0,4.0,3.0,48.0,89.0,84.0,69.0,76.0,84.0,63.0,47.0,58.0,79.0,74.0,81.0,68.0,80.0,47.0,83.0,83.0,76.0,76.0,75.0,76.0,31.0,82.0,52.0,67.0,74.0,31.0,27.0,84.0,27.0
48,Rodrygo,23.0,2.0,5.0,502.0,1003.0,44000000.0,44000000.0,21.0,1.74,79.0,88.0,1.0,4.0,4.0,71.0,80.0,62.0,74.0,67.0,84.0,80.0,73.0,60.0,80.0,88.0,86.0,87.0,76.0,85.0,71.0,73.0,81.0,42.0,71.0,54.0,21.0,82.0,71.0,74.0,82.0,36.0,32.0,80.0,25.0
49,Raphinha,18.0,8.0,1.0,186.0,1486.0,44000000.0,17600000.0,25.0,1.75,82.0,87.0,2.0,4.0,4.0,78.0,74.0,45.0,76.0,72.0,86.0,81.0,75.0,70.0,83.0,90.0,91.0,88.0,82.0,79.0,81.0,74.0,84.0,64.0,76.0,76.0,55.0,81.0,77.0,73.0,78.0,54.0,38.0,83.0,45.0
50,Arnaut Danjuma,18.0,9.0,3.0,142.0,1274.0,44000000.0,16500000.0,24.0,1.78,76.0,80.0,1.0,4.0,4.0,72.0,74.0,44.0,71.0,55.0,80.0,76.0,57.0,64.0,78.0,85.0,81.0,80.0,72.0,74.0,79.0,61.0,74.0,69.0,75.0,55.0,32.0,71.0,70.0,44.0,73.0,52.0,47.0,77.0,35.0
51,Alexander Isak,24.0,8.0,2.0,202.0,1614.0,44000000.0,8800000.0,22.0,1.92,82.0,86.0,2.0,5.0,4.0,61.0,83.0,77.0,79.0,83.0,79.0,70.0,57.0,47.0,82.0,82.0,85.0,79.0,81.0,66.0,84.0,71.0,70.0,75.0,77.0,52.0,29.0,86.0,76.0,75.0,77.0,21.0,18.0,84.0,25.0
52,Hirving Lozano,26.0,3.0,3.0,458.0,1374.0,44000000.0,44000000.0,26.0,1.75,81.0,82.0,3.0,3.0,4.0,73.0,77.0,62.0,74.0,74.0,83.0,72.0,65.0,65.0,80.0,92.0,93.0,89.0,81.0,82.0,76.0,67.0,76.0,54.0,75.0,64.0,45.0,82.0,74.0,73.0,75.0,35.0,29.0,81.0,42.0
53,Marco Asensio,23.0,7.0,1.0,149.0,1044.0,44000000.0,8800000.0,25.0,1.82,83.0,86.0,3.0,3.0,4.0,81.0,77.0,57.0,81.0,79.0,84.0,84.0,76.0,80.0,86.0,83.0,81.0,80.0,78.0,75.0,86.0,58.0,76.0,63.0,83.0,45.0,45.0,80.0,81.0,62.0,82.0,42.0,39.0,85.0,40.0
55,Patrik Schick,20.0,18.0,3.0,78.0,1412.0,44000000.0,27500000.0,25.0,1.91,79.0,82.0,3.0,2.0,4.0,64.0,81.0,80.0,77.0,74.0,80.0,78.0,56.0,62.0,83.0,71.0,70.0,83.0,78.0,67.0,77.0,71.0,64.0,74.0,79.0,59.0,25.0,81.0,69.0,65.0,73.0,24.0,19.0,82.0,44.0
56,Gerard Moreno,17.0,11.0,4.0,119.0,1313.0,44000000.0,22000000.0,29.0,1.8,86.0,86.0,2.0,4.0,3.0,77.0,89.0,82.0,81.0,81.0,86.0,75.0,62.0,75.0,85.0,80.0,78.0,77.0,89.0,70.0,83.0,76.0,79.0,75.0,83.0,61.0,42.0,87.0,78.0,85.0,78.0,41.0,41.0,86.0,44.0
58,Riyad Mahrez,25.0,13.0,5.0,124.0,1613.0,44000000.0,55000000.0,30.0,1.79,86.0,86.0,3.0,4.0,5.0,81.0,82.0,48.0,83.0,76.0,91.0,85.0,78.0,75.0,91.0,84.0,79.0,92.0,81.0,88.0,80.0,56.0,75.0,57.0,80.0,48.0,39.0,80.0,84.0,70.0,84.0,31.0,22.0,86.0,45.0
59,Wilfried Zaha,18.0,5.0,1.0,297.0,1483.0,44000000.0,8800000.0,29.0,1.8,82.0,82.0,2.0,3.0,5.0,76.0,78.0,47.0,76.0,67.0,91.0,64.0,51.0,65.0,86.0,88.0,90.0,87.0,76.0,79.0,82.0,58.0,75.0,77.0,72.0,72.0,32.0,76.0,76.0,72.0,80.0,34.0,32.0,82.0,30.0
60,Yannick Carrasco,27.0,2.0,5.0,1061.0,2121.0,44000000.0,24750000.0,28.0,1.81,84.0,84.0,3.0,4.0,4.0,81.0,81.0,53.0,79.0,70.0,88.0,81.0,79.0,73.0,85.0,89.0,88.0,87.0,80.0,73.0,85.0,71.0,80.0,61.0,82.0,65.0,43.0,80.0,77.0,81.0,79.0,47.0,35.0,84.0,44.0
61,Pedro Gonçalves,23.0,11.0,9.0,157.0,1725.0,41800000.0,7700000.0,23.0,1.73,81.0,88.0,1.0,4.0,4.0,75.0,84.0,40.0,83.0,79.0,83.0,77.0,72.0,78.0,84.0,77.0,76.0,83.0,84.0,87.0,81.0,43.0,85.0,58.0,76.0,64.0,66.0,84.0,81.0,74.0,86.0,57.0,50.0,84.0,57.0
62,Tammy Abraham,27.0,14.0,3.0,146.0,2041.0,41800000.0,41800000.0,24.0,1.94,78.0,86.0,2.0,3.0,3.0,50.0,82.0,80.0,77.0,77.0,72.0,50.0,42.0,46.0,77.0,61.0,77.0,61.0,79.0,53.0,78.0,70.0,69.0,79.0,68.0,49.0,22.0,80.0,67.0,74.0,73.0,23.0,15.0,80.0,35.0
64,André Silva,27.0,11.0,5.0,161.0,1773.0,41800000.0,49500000.0,26.0,1.85,75.0,75.0,1.0,4.0,4.0,72.0,66.0,65.0,74.0,52.0,76.0,70.0,67.0,69.0,73.0,87.0,88.0,84.0,73.0,83.0,70.0,76.0,91.0,64.0,67.0,75.0,66.0,74.0,73.0,80.0,71.0,68.0,65.0,76.0,69.0
70,Roberto Firmino,17.0,7.0,3.0,112.0,786.0,41800000.0,27500000.0,30.0,1.81,85.0,85.0,3.0,4.0,5.0,73.0,78.0,78.0,84.0,83.0,89.0,81.0,65.0,76.0,90.0,77.0,77.0,85.0,86.0,86.0,79.0,81.0,87.0,74.0,76.0,75.0,58.0,82.0,83.0,72.0,88.0,64.0,42.0,85.0,55.0
71,Antony,19.0,8.0,5.0,170.0,1358.0,38500000.0,19800000.0,21.0,1.72,79.0,88.0,2.0,3.0,5.0,70.0,75.0,45.0,73.0,67.0,84.0,74.0,75.0,62.0,84.0,93.0,90.0,92.0,74.0,85.0,69.0,57.0,78.0,57.0,69.0,72.0,39.0,74.0,77.0,65.0,78.0,37.0,21.0,80.0,38.0
73,Karim Adeyemi,28.0,18.0,4.0,110.0,1972.0,38500000.0,8250000.0,19.0,1.8,72.0,86.0,1.0,3.0,4.0,63.0,75.0,58.0,69.0,69.0,77.0,67.0,59.0,64.0,75.0,93.0,92.0,88.0,68.0,81.0,72.0,88.0,69.0,62.0,73.0,46.0,23.0,67.0,68.0,73.0,72.0,19.0,25.0,75.0,18.0
74,Rafael Leão,22.0,7.0,5.0,219.0,1535.0,38500000.0,16500000.0,22.0,1.88,77.0,82.0,1.0,4.0,4.0,70.0,74.0,58.0,72.0,65.0,84.0,72.0,58.0,60.0,80.0,86.0,90.0,74.0,70.0,59.0,78.0,62.0,68.0,76.0,69.0,60.0,24.0,74.0,68.0,63.0,76.0,24.0,21.0,78.0,22.0
75,Ollie Watkins,18.0,5.0,1.0,308.0,1541.0,38500000.0,13200000.0,26.0,1.8,78.0,83.0,2.0,4.0,3.0,67.0,80.0,81.0,70.0,64.0,75.0,63.0,56.0,59.0,76.0,79.0,89.0,79.0,77.0,73.0,75.0,92.0,88.0,76.0,71.0,34.0,44.0,79.0,74.0,60.0,66.0,46.0,36.0,80.0,40.0
76,Emiliano Buendía,20.0,1.0,3.0,1319.0,1319.0,38500000.0,38500000.0,25.0,1.72,79.0,84.0,3.0,4.0,4.0,76.0,73.0,57.0,82.0,68.0,81.0,78.0,74.0,79.0,83.0,75.0,72.0,80.0,76.0,87.0,80.0,45.0,68.0,63.0,72.0,83.0,60.0,73.0,84.0,49.0,77.0,68.0,61.0,82.0,67.0
77,Jarrod Bowen,30.0,8.0,10.0,288.0,2300.0,38500000.0,11000000.0,25.0,1.82,78.0,83.0,1.0,3.0,4.0,76.0,78.0,64.0,73.0,56.0,80.0,71.0,70.0,67.0,78.0,78.0,75.0,79.0,77.0,82.0,71.0,63.0,78.0,62.0,76.0,56.0,37.0,79.0,74.0,70.0,72.0,40.0,36.0,79.0,49.0
78,Domenico Berardi,19.0,10.0,9.0,166.0,1660.0,38500000.0,19250000.0,27.0,1.83,82.0,82.0,2.0,3.0,4.0,77.0,80.0,62.0,85.0,78.0,83.0,78.0,75.0,79.0,88.0,81.0,77.0,90.0,77.0,82.0,83.0,65.0,70.0,63.0,80.0,85.0,26.0,79.0,81.0,76.0,78.0,30.0,30.0,82.0,42.0
79,Lorenzo Insigne,20.0,5.0,6.0,286.0,1431.0,38500000.0,38500000.0,30.0,1.63,86.0,86.0,4.0,4.0,4.0,77.0,76.0,59.0,87.0,74.0,90.0,87.0,86.0,84.0,93.0,90.0,84.0,89.0,79.0,93.0,76.0,50.0,74.0,34.0,82.0,34.0,26.0,81.0,89.0,87.0,81.0,24.0,22.0,86.0,53.0
81,Cristiano Ronaldo,22.0,14.0,3.0,126.0,1760.0,38500000.0,49500000.0,36.0,1.87,91.0,91.0,5.0,4.0,5.0,87.0,95.0,90.0,80.0,86.0,88.0,81.0,84.0,77.0,88.0,85.0,88.0,86.0,94.0,74.0,94.0,95.0,77.0,77.0,93.0,63.0,29.0,95.0,76.0,88.0,95.0,32.0,24.0,91.0,24.0
82,Nicolò Zaniolo,23.0,3.0,3.0,530.0,1591.0,36300000.0,1100000.0,22.0,1.9,78.0,87.0,2.0,3.0,3.0,64.0,76.0,60.0,77.0,60.0,80.0,65.0,60.0,68.0,81.0,82.0,84.0,78.0,78.0,81.0,79.0,65.0,74.0,88.0,72.0,80.0,60.0,80.0,76.0,60.0,70.0,59.0,58.0,80.0,64.0
83,Duván Zapata,22.0,12.0,7.0,139.0,1667.0,36300000.0,49500000.0,30.0,1.89,83.0,83.0,2.0,4.0,3.0,44.0,88.0,83.0,74.0,79.0,79.0,55.0,62.0,47.0,82.0,78.0,81.0,67.0,82.0,58.0,86.0,80.0,75.0,93.0,64.0,72.0,20.0,86.0,66.0,70.0,82.0,24.0,22.0,83.0,44.0
84,Darwin Núñez,24.0,19.0,2.0,80.0,1512.0,35200000.0,11000000.0,22.0,1.87,76.0,85.0,1.0,3.0,3.0,67.0,75.0,73.0,74.0,67.0,72.0,64.0,61.0,52.0,75.0,85.0,83.0,77.0,78.0,54.0,83.0,73.0,86.0,86.0,70.0,81.0,41.0,74.0,76.0,74.0,77.0,37.0,30.0,78.0,34.0
85,Callum Hudson-Odoi,23.0,3.0,4.0,499.0,1496.0,35200000.0,0.0,21.0,1.77,77.0,87.0,2.0,3.0,4.0,75.0,70.0,53.0,77.0,59.0,83.0,73.0,71.0,69.0,80.0,87.0,78.0,85.0,70.0,78.0,67.0,64.0,66.0,58.0,65.0,50.0,32.0,70.0,73.0,55.0,69.0,39.0,38.0,78.0,43.0
86,Leon Bailey,9.0,1.0,2.0,423.0,423.0,35200000.0,38500000.0,24.0,1.78,82.0,86.0,3.0,4.0,4.0,74.0,79.0,57.0,73.0,74.0,86.0,79.0,79.0,66.0,82.0,93.0,93.0,86.0,80.0,84.0,79.0,77.0,75.0,61.0,78.0,55.0,21.0,81.0,80.0,71.0,75.0,25.0,18.0,84.0,45.0
87,Moise Kean,23.0,4.0,0.0,208.0,830.0,35200000.0,35200000.0,21.0,1.83,79.0,87.0,2.0,3.0,3.0,48.0,81.0,76.0,68.0,72.0,80.0,67.0,44.0,39.0,76.0,84.0,85.0,75.0,74.0,79.0,84.0,76.0,71.0,85.0,66.0,57.0,31.0,81.0,58.0,65.0,72.0,36.0,30.0,81.0,40.0
88,Allan Saint-Maximin,22.0,5.0,3.0,363.0,1814.0,35200000.0,27500000.0,24.0,1.73,79.0,84.0,2.0,4.0,5.0,70.0,65.0,53.0,74.0,59.0,91.0,73.0,58.0,64.0,83.0,93.0,90.0,93.0,74.0,87.0,80.0,73.0,74.0,63.0,70.0,36.0,17.0,72.0,71.0,58.0,80.0,18.0,23.0,80.0,28.0
89,Ivan Toney,21.0,5.0,3.0,348.0,1742.0,35200000.0,440000.0,25.0,1.85,76.0,80.0,1.0,3.0,3.0,54.0,80.0,78.0,62.0,76.0,68.0,61.0,56.0,56.0,73.0,80.0,80.0,82.0,77.0,70.0,73.0,89.0,79.0,81.0,65.0,80.0,49.0,79.0,63.0,80.0,77.0,48.0,42.0,78.0,38.0
90,Anthony Martial,10.0,1.0,0.0,359.0,359.0,35200000.0,8800000.0,26.0,1.81,81.0,84.0,3.0,4.0,4.0,73.0,80.0,71.0,78.0,76.0,88.0,84.0,54.0,60.0,86.0,87.0,87.0,82.0,79.0,79.0,83.0,73.0,68.0,74.0,76.0,54.0,34.0,79.0,77.0,80.0,78.0,33.0,31.0,84.0,26.0
91,Yéremy Pino,26.0,3.0,4.0,506.0,1517.0,33000000.0,0.0,19.0,1.72,73.0,84.0,1.0,4.0,3.0,69.0,70.0,46.0,72.0,62.0,75.0,67.0,60.0,68.0,73.0,73.0,70.0,73.0,68.0,77.0,63.0,38.0,70.0,32.0,64.0,51.0,29.0,70.0,74.0,47.0,56.0,28.0,28.0,74.0,31.0
92,Matheus Cunha,22.0,4.0,2.0,163.0,653.0,33000000.0,33000000.0,22.0,1.84,79.0,86.0,2.0,4.0,4.0,75.0,78.0,64.0,76.0,75.0,86.0,77.0,64.0,67.0,83.0,84.0,86.0,85.0,78.0,78.0,77.0,74.0,75.0,66.0,79.0,67.0,20.0,79.0,75.0,74.0,82.0,28.0,32.0,81.0,29.0
